date,location_id,temperature,humidity,wind_speed,rainfall
2024-01-10,1,10.5,85,16.0,0.0
2024-01-10,2,14.8,56,16.7,0.0
2024-01-10,3,6.5,56,18.1,5.9
2024-01-10,4,8.4,41,19.7,7.0
2024-01-10,5,8.0,58,20.4,0.0
2024-01-10,6,2.7,73,3.2,14.7
2024-01-10,7,11.5,48,12.6,0.0
2024-01-10,8,11.3,68,11.0,0.0
2024-01-10,9,10.0,56,10.6,16.0
2024-01-10,10,8.8,51,13.2,0.0
2024-01-11,1,2.9,40,9.4,0.0
2024-01-11,2,7.9,56,11.9,0.0
2024-01-11,3,8.3,43,8.2,17.9
2024-01-11,4,6.0,74,11.3,0.0
2024-01-11,5,9.2,53,13.4,0.0
2024-01-11,6,12.0,66,6.4,5.1
2024-01-11,7,19.4,83,19.6,0.0
2024-01-11,8,10.9,86,12.2,0.0
2024-01-11,9,11.3,50,19.3,0.0
2024-01-11,10,9.6,85,2.3,10.9
2024-01-12,1,0.4,50,18.4,0.0
2024-01-12,2,9.9,58,6.9,0.0
2024-01-12,3,10.3,57,23.4,0.0
2024-01-12,4,22.3,75,10.7,6.7
2024-01-12,5,9.0,65,6.5,0.0
2024-01-12,6,11.5,59,21.2,0.0
2024-01-12,7,9.8,64,19.2,5.9
2024-01-12,8,4.2,83,14.3,0.0
2024-01-12,9,15.7,55,6.7,12.4
2024-01-12,10,13.8,58,16.1,0.0
2024-01-13,1,14.0,50,10.6,0.0
2024-01-13,2,5.5,45,4.6,0.0
2024-01-13,3,17.0,72,18.3,17.3
2024-01-13,4,3.0,55,16.7,0.0
2024-01-13,5,12.9,88,10.9,0.0
2024-01-13,6,21.0,65,22.7,0.0
2024-01-13,7,5.0,57,3.8,0.0
2024-01-13,8,7.2,85,16.7,0.0
2024-01-13,9,10.5,49,17.7,18.5
2024-01-13,10,7.5,42,11.7,0.0
2024-01-14,1,2.2,43,2.2,14.8
2024-01-14,2,10.3,72,15.3,0.0
2024-01-14,3,4.7,44,12.3,0.0
2024-01-14,4,12.4,90,23.2,0.0
2024-01-14,5,5.4,75,15.1,0.0
2024-01-14,6,17.7,78,4.5,0.0
2024-01-14,7,6.1,61,6.7,0.0
2024-01-14,8,8.4,77,11.7,0.0
2024-01-14,9,14.1,47,11.0,0.0
2024-01-14,10,3.8,60,16.5,0.0
2024-01-15,1,11.1,79,22.6,8.3
2024-01-15,2,16.5,44,10.4,0.0
2024-01-15,3,2.0,51,8.7,0.0
2024-01-15,4,10.9,52,8.0,0.0
2024-01-15,5,11.3,73,5.7,0.0
2024-01-15,6,13.9,56,7.0,0.0
2024-01-15,7,3.8,80,8.8,5.7
2024-01-15,8,3.4,56,19.5,0.0
2024-01-15,9,12.6,44,7.6,0.0
2024-01-15,10,11.5,84,10.3,16.7
2024-01-16,1,11.3,49,4.5,0.0
2024-01-16,2,11.7,83,10.4,0.0
2024-01-16,3,6.6,82,12.0,0.0
2024-01-16,4,11.2,88,19.6,0.0
2024-01-16,5,11.5,72,12.5,0.0
2024-01-16,6,6.4,83,17.6,8.1
2024-01-16,7,19.3,72,20.3,0.0
2024-01-16,8,12.4,67,2.3,0.0
2024-01-16,9,4.0,63,20.4,0.0
2024-01-16,10,13.3,50,17.3,0.0
2024-01-17,1,5.1,68,6.0,15.6
2024-01-17,2,13.9,65,13.2,0.0
2024-01-17,3,15.8,67,22.7,0.0
2024-01-17,4,5.9,50,8.3,0.0
2024-01-17,5,14.8,90,9.8,0.0
2024-01-17,6,12.1,43,8.6,0.0
2024-01-17,7,14.1,85,18.3,0.0
2024-01-17,8,19.5,61,11.5,0.0
2024-01-17,9,8.8,43,19.7,9.1
2024-01-17,10,6.2,86,22.6,0.0
2024-01-18,1,5.6,75,9.8,0.0
2024-01-18,2,5.9,79,7.3,0.0
2024-01-18,3,9.6,72,24.8,0.0
2024-01-18,4,11.7,62,16.2,0.0
2024-01-18,5,11.4,54,5.1,0.0
2024-01-18,6,14.1,79,23.6,0.0
2024-01-18,7,10.1,43,21.8,0.0
2024-01-18,8,17.3,55,19.7,0.0
2024-01-18,9,8.7,69,8.9,0.0
2024-01-18,10,23.6,85,5.1,0.0
2024-01-19,1,13.1,89,3.8,0.0
2024-01-19,2,5.7,80,4.1,0.0
2024-01-19,3,4.6,90,11.9,0.0
2024-01-19,4,12.4,83,8.8,0.0
2024-01-19,5,8.9,48,10.1,6.4
2024-01-19,6,13.6,59,11.9,0.0
2024-01-19,7,12.4,81,9.6,0.0
2024-01-19,8,9.6,64,17.0,0.0
2024-01-19,9,5.8,84,20.0,0.0
2024-01-19,10,2.4,87,8.8,0.0
2024-01-20,1,7.8,45,9.6,5.7
2024-01-20,2,14.3,89,21.6,16.0
2024-01-20,3,11.1,40,21.1,0.0
2024-01-20,4,3.8,63,18.1,0.0
2024-01-20,5,10.9,69,7.8,8.4
2024-01-20,6,11.9,82,19.7,0.0
2024-01-20,7,5.6,49,23.4,0.0
2024-01-20,8,10.8,51,5.8,0.0
2024-01-20,9,10.3,80,5.3,0.0
2024-01-20,10,4.3,44,17.9,9.6
2024-01-21,1,11.8,80,24.6,0.0
2024-01-21,2,12.8,88,12.4,0.0
2024-01-21,3,15.4,60,24.7,0.0
2024-01-21,4,15.3,40,6.2,0.0
2024-01-21,5,3.1,45,15.6,0.0
2024-01-21,6,5.3,59,23.1,12.4
2024-01-21,7,12.6,45,24.1,0.0
2024-01-21,8,12.6,46,12.6,0.0
2024-01-21,9,12.6,80,18.3,0.0
2024-01-21,10,29.3,77,11.8,11.9
2024-01-22,1,12.9,82,11.0,0.0
2024-01-22,2,15.7,88,21.7,0.0
2024-01-22,3,14.8,46,10.5,0.0
2024-01-22,4,13.3,75,15.1,0.0
2024-01-22,5,8.4,88,9.4,0.0
2024-01-22,6,13.8,80,6.7,0.0
2024-01-22,7,6.1,41,7.6,18.1
2024-01-22,8,8.8,65,21.0,0.0
2024-01-22,9,7.6,51,9.5,0.0
2024-01-22,10,10.4,51,18.1,7.6
2024-01-23,1,21.6,87,2.5,0.0
2024-01-23,2,0.7,45,11.1,0.0
2024-01-23,3,13.4,44,16.4,0.0
2024-01-23,4,1.9,54,22.4,0.0
2024-01-23,5,7.6,66,8.4,0.0
2024-01-23,6,15.4,50,16.7,10.8
2024-01-23,7,10.3,43,22.0,15.6
2024-01-23,8,4.6,89,12.8,0.0
2024-01-23,9,6.4,75,24.1,0.0
2024-01-23,10,13.4,52,6.1,0.0
2024-01-24,1,6.3,48,17.2,0.0
2024-01-24,2,11.1,48,15.0,0.0
2024-01-24,3,10.2,62,15.4,0.0
2024-01-24,4,6.7,63,8.4,0.0
2024-01-24,5,20.7,82,2.5,0.0
2024-01-24,6,13.2,65,22.8,0.0
2024-01-24,7,-0.1,87,16.4,0.0
2024-01-24,8,10.9,51,24.8,0.0
2024-01-24,9,6.7,63,4.1,7.8
2024-01-24,10,14.3,52,11.5,0.0
2024-01-25,1,6.0,79,4.3,0.0
2024-01-25,2,9.4,77,2.2,0.0
2024-01-25,3,12.5,43,11.4,0.0
2024-01-25,4,14.3,78,18.2,0.0
2024-01-25,5,4.0,88,6.1,9.5
2024-01-25,6,8.3,45,24.0,0.0
2024-01-25,7,7.6,47,20.7,0.0
2024-01-25,8,6.7,78,24.2,0.0
2024-01-25,9,18.8,58,4.1,0.0
2024-01-25,10,12.0,79,10.8,0.0
2024-01-26,1,3.7,41,6.6,0.0
2024-01-26,2,14.6,45,7.1,0.0
2024-01-26,3,20.6,49,6.3,0.0
2024-01-26,4,15.2,66,16.3,0.0
2024-01-26,5,2.4,58,22.8,0.0
2024-01-26,6,7.6,82,11.7,0.0
2024-01-26,7,16.3,75,19.3,0.0
2024-01-26,8,6.5,76,17.2,0.0
2024-01-26,9,12.2,68,18.6,0.0
2024-01-26,10,13.9,88,13.5,0.0
2024-01-27,1,5.4,53,9.8,0.0
2024-01-27,2,9.7,72,13.1,0.0
2024-01-27,3,-6.2,75,16.0,0.0
2024-01-27,4,4.9,66,24.2,16.7
2024-01-27,5,8.7,81,2.9,0.0
2024-01-27,6,3.8,42,23.2,0.0
2024-01-27,7,18.2,73,13.7,0.0
2024-01-27,8,2.8,81,11.4,0.0
2024-01-27,9,7.8,55,17.4,0.0
2024-01-27,10,10.7,77,21.4,0.0
2024-01-28,1,17.2,78,2.0,0.0
2024-01-28,2,2.8,46,14.3,0.0
2024-01-28,3,15.8,52,4.3,10.8
2024-01-28,4,10.1,66,7.2,0.0
2024-01-28,5,5.1,61,2.3,0.0
2024-01-28,6,12.3,49,2.5,0.0
2024-01-28,7,11.0,75,16.9,0.0
2024-01-28,8,7.0,41,7.0,0.0
2024-01-28,9,10.3,73,4.7,0.0
2024-01-28,10,8.1,58,10.8,10.4
2024-01-29,1,10.6,50,4.3,0.0
2024-01-29,2,13.3,80,22.4,0.0
2024-01-29,3,17.9,66,17.9,0.0
2024-01-29,4,3.8,46,14.7,8.3
2024-01-29,5,20.7,73,12.8,0.0
2024-01-29,6,0.2,66,3.9,13.5
2024-01-29,7,9.2,61,11.1,0.0
2024-01-29,8,12.9,76,15.3,0.0
2024-01-29,9,11.4,85,4.0,0.0
2024-01-29,10,6.9,61,15.4,0.0
2024-01-30,1,9.0,52,18.8,0.0
2024-01-30,2,7.5,81,10.0,0.0
2024-01-30,3,7.1,40,22.0,0.0
2024-01-30,4,14.2,69,7.3,0.0
2024-01-30,5,11.8,63,22.6,14.5
2024-01-30,6,6.5,81,6.6,0.0
2024-01-30,7,14.5,77,9.8,0.0
2024-01-30,8,11.5,63,19.0,0.0
2024-01-30,9,14.1,48,17.5,0.0
2024-01-30,10,13.1,74,2.6,0.0
2024-01-31,1,5.9,76,13.4,0.0
2024-01-31,2,7.2,70,9.9,0.0
2024-01-31,3,13.7,41,14.0,5.3
2024-01-31,4,13.1,89,2.1,0.0
2024-01-31,5,9.9,64,6.4,0.0
2024-01-31,6,10.6,46,13.2,7.3
2024-01-31,7,16.4,70,2.8,0.0
2024-01-31,8,7.0,84,22.3,0.0
2024-01-31,9,12.7,63,18.8,0.0
2024-01-31,10,9.0,74,15.3,18.9
2024-02-01,1,8.9,80,7.8,0.0
2024-02-01,2,15.5,78,12.4,0.0
2024-02-01,3,14.1,51,11.0,0.0
2024-02-01,4,14.1,62,16.2,0.0
2024-02-01,5,16.5,73,23.1,0.0
2024-02-01,6,10.1,79,23.1,0.0
2024-02-01,7,13.4,90,15.3,0.0
2024-02-01,8,8.4,65,18.3,0.0
2024-02-01,9,11.6,74,12.6,0.0
2024-02-01,10,9.3,65,19.4,0.0
2024-02-02,1,10.5,89,2.1,8.0
2024-02-02,2,13.0,49,11.3,6.9
2024-02-02,3,5.9,79,11.7,0.0
2024-02-02,4,20.5,81,5.2,0.0
2024-02-02,5,5.0,78,11.5,10.5
2024-02-02,6,3.9,77,17.1,0.0
2024-02-02,7,15.8,73,12.0,0.0
2024-02-02,8,14.0,51,7.7,0.0
2024-02-02,9,13.1,68,12.7,0.0
2024-02-02,10,13.1,68,19.7,17.1
2024-02-03,1,9.9,74,8.9,12.6
2024-02-03,2,5.5,51,11.2,18.0
2024-02-03,3,10.4,42,5.9,0.0
2024-02-03,4,6.6,79,3.0,0.0
2024-02-03,5,14.9,41,9.8,17.0
2024-02-03,6,9.3,45,4.4,0.0
2024-02-03,7,5.9,80,16.9,0.0
2024-02-03,8,8.4,43,12.6,0.0
2024-02-03,9,12.1,87,17.9,0.0
2024-02-03,10,7.2,86,5.5,0.0
2024-02-04,1,5.9,87,11.5,0.0
2024-02-04,2,11.2,76,18.0,0.0
2024-02-04,3,11.2,60,8.4,0.0
2024-02-04,4,7.5,50,16.0,0.0
2024-02-04,5,7.6,40,12.6,0.0
2024-02-04,6,11.2,74,22.3,0.0
2024-02-04,7,2.8,71,23.1,0.0
2024-02-04,8,3.0,85,17.9,0.0
2024-02-04,9,6.4,76,18.7,18.3
2024-02-04,10,8.9,79,2.8,0.0
2024-02-05,1,11.6,61,2.9,0.0
2024-02-05,2,17.4,81,4.4,0.0
2024-02-05,3,14.3,74,22.1,0.0
2024-02-05,4,9.2,45,6.2,7.4
2024-02-05,5,9.9,84,10.0,0.0
2024-02-05,6,5.0,60,4.0,0.0
2024-02-05,7,9.9,73,17.2,0.0
2024-02-05,8,8.6,45,7.1,0.0
2024-02-05,9,11.6,41,13.0,0.0
2024-02-05,10,5.9,40,8.8,0.0
2024-02-06,1,12.6,73,5.1,6.1
2024-02-06,2,17.7,62,11.4,0.0
2024-02-06,3,9.5,90,18.9,19.7
2024-02-06,4,12.0,71,3.0,0.0
2024-02-06,5,13.5,43,2.9,0.0
2024-02-06,6,8.0,54,17.5,0.0
2024-02-06,7,11.1,89,11.6,12.5
2024-02-06,8,10.1,43,12.6,6.5
2024-02-06,9,10.5,85,23.0,0.0
2024-02-06,10,6.1,87,11.5,0.0
2024-02-07,1,10.1,44,6.7,0.0
2024-02-07,2,12.5,41,24.8,0.0
2024-02-07,3,17.3,64,23.5,0.0
2024-02-07,4,14.8,66,2.8,0.0
2024-02-07,5,20.8,70,23.0,0.0
2024-02-07,6,6.2,66,4.9,0.0
2024-02-07,7,14.4,76,7.6,18.5
2024-02-07,8,10.9,79,10.4,0.0
2024-02-07,9,20.9,82,19.7,13.5
2024-02-07,10,6.0,46,11.9,0.0
2024-02-08,1,5.8,83,17.6,0.0
2024-02-08,2,7.0,47,2.5,5.3
2024-02-08,3,-0.6,82,22.4,0.0
2024-02-08,4,7.4,78,12.6,0.0
2024-02-08,5,6.2,87,17.4,16.4
2024-02-08,6,10.8,45,2.5,0.0
2024-02-08,7,11.7,40,21.7,0.0
2024-02-08,8,19.4,58,11.1,0.0
2024-02-08,9,14.8,79,14.9,19.7
2024-02-08,10,7.1,63,13.4,19.6
2024-02-09,1,5.5,89,23.0,0.0
2024-02-09,2,12.5,46,2.6,0.0
2024-02-09,3,3.4,61,9.6,8.9
2024-02-09,4,19.2,51,17.2,0.0
2024-02-09,5,15.9,75,14.9,0.0
2024-02-09,6,7.7,48,17.6,0.0
2024-02-09,7,1.4,63,5.8,0.0
2024-02-09,8,16.8,66,17.8,0.0
2024-02-09,9,9.4,48,21.8,0.0
2024-02-09,10,16.2,57,10.7,0.0
2024-02-10,1,2.0,68,5.4,13.0
2024-02-10,2,7.0,66,23.9,0.0
2024-02-10,3,10.0,82,14.0,0.0
2024-02-10,4,10.2,62,9.9,0.0
2024-02-10,5,7.7,81,7.4,11.0
2024-02-10,6,13.1,47,19.6,0.0
2024-02-10,7,4.7,65,8.6,0.0
2024-02-10,8,9.3,55,4.3,0.0
2024-02-10,9,10.6,89,3.0,0.0
2024-02-10,10,12.6,67,10.2,0.0
2024-02-11,1,13.6,47,5.1,0.0
2024-02-11,2,4.4,74,7.0,14.3
2024-02-11,3,2.3,78,18.9,0.0
2024-02-11,4,16.4,54,5.6,0.0
2024-02-11,5,11.7,88,15.8,0.0
2024-02-11,6,6.3,84,16.9,0.0
2024-02-11,7,17.8,83,22.1,0.0
2024-02-11,8,10.6,76,19.3,0.0
2024-02-11,9,15.9,59,2.3,0.0
2024-02-11,10,10.3,45,21.6,0.0
2024-02-12,1,20.3,80,15.7,0.0
2024-02-12,2,18.8,66,19.4,0.0
2024-02-12,3,8.8,75,23.1,0.0
2024-02-12,4,14.9,66,18.8,0.0
2024-02-12,5,13.2,46,4.6,0.0
2024-02-12,6,16.8,76,9.8,6.2
2024-02-12,7,5.2,74,16.6,0.0
2024-02-12,8,13.4,81,7.6,0.0
2024-02-12,9,15.3,89,19.4,0.0
2024-02-12,10,1.2,63,9.5,9.2
2024-02-13,1,4.1,71,11.4,0.0
2024-02-13,2,-0.2,74,23.5,0.0
2024-02-13,3,8.7,47,11.1,0.0
2024-02-13,4,13.6,68,21.2,10.2
2024-02-13,5,17.5,44,4.3,0.0
2024-02-13,6,10.4,49,12.1,17.3
2024-02-13,7,18.1,44,5.8,0.0
2024-02-13,8,3.1,67,2.9,0.0
2024-02-13,9,1.5,68,23.5,0.0
2024-02-13,10,9.7,61,15.2,0.0
2024-02-14,1,11.9,82,18.5,0.0
2024-02-14,2,9.8,83,4.5,10.7
2024-02-14,3,-0.3,48,18.8,0.0
2024-02-14,4,9.6,62,24.8,0.0
2024-02-14,5,3.5,62,17.8,6.4
2024-02-14,6,13.3,64,10.1,0.0
2024-02-14,7,11.8,61,5.7,0.0
2024-02-14,8,5.3,50,24.9,10.2
2024-02-14,9,7.4,42,10.4,10.3
2024-02-14,10,4.7,73,5.1,0.0
2024-02-15,1,9.7,79,12.5,0.0
2024-02-15,2,14.8,79,17.4,0.0
2024-02-15,3,5.1,73,24.0,5.4
2024-02-15,4,12.5,48,23.9,0.0
2024-02-15,5,7.3,90,12.8,14.0
2024-02-15,6,6.0,51,2.1,0.0
2024-02-15,7,9.5,45,24.0,0.0
2024-02-15,8,4.8,89,9.7,0.0
2024-02-15,9,7.2,64,16.0,5.1
2024-02-15,10,4.0,42,19.9,12.1
2024-02-16,1,19.8,55,5.4,0.0
2024-02-16,2,10.2,70,5.1,0.0
2024-02-16,3,6.5,56,24.8,0.0
2024-02-16,4,11.1,50,22.5,0.0
2024-02-16,5,9.4,44,7.3,9.5
2024-02-16,6,8.9,85,4.0,0.0
2024-02-16,7,13.1,68,13.4,0.0
2024-02-16,8,13.8,41,13.0,0.0
2024-02-16,9,7.3,53,5.3,0.0
2024-02-16,10,7.1,54,15.8,0.0
2024-02-17,1,8.6,73,8.4,0.0
2024-02-17,2,-1.5,65,9.7,0.0
2024-02-17,3,2.4,59,21.6,0.0
2024-02-17,4,16.8,78,17.0,0.0
2024-02-17,5,18.2,66,9.9,0.0
2024-02-17,6,8.8,69,10.4,17.3
2024-02-17,7,12.9,74,16.7,0.0
2024-02-17,8,11.6,53,15.7,0.0
2024-02-17,9,25.4,67,20.4,0.0
2024-02-17,10,15.6,44,7.2,19.4
2024-02-18,1,9.4,76,3.1,0.0
2024-02-18,2,5.2,82,6.1,0.0
2024-02-18,3,2.0,64,18.6,0.0
2024-02-18,4,11.0,48,5.1,0.0
2024-02-18,5,6.2,52,23.3,0.0
2024-02-18,6,2.9,84,2.4,0.0
2024-02-18,7,6.8,48,9.6,19.9
2024-02-18,8,4.6,57,15.2,7.2
2024-02-18,9,18.4,62,17.8,0.0
2024-02-18,10,14.4,90,6.0,0.0
2024-02-19,1,10.0,64,20.2,0.0
2024-02-19,2,17.4,69,21.6,0.0
2024-02-19,3,10.4,74,7.8,0.0
2024-02-19,4,5.7,84,2.2,13.4
2024-02-19,5,17.6,86,24.8,16.3
2024-02-19,6,12.7,85,23.7,0.0
2024-02-19,7,4.8,40,10.0,0.0
2024-02-19,8,9.0,40,9.3,0.0
2024-02-19,9,5.6,46,7.7,20.0
2024-02-19,10,3.1,48,12.4,0.0
2024-02-20,1,14.6,86,16.4,0.0
2024-02-20,2,19.5,50,23.0,0.0
2024-02-20,3,3.0,53,4.8,0.0
2024-02-20,4,12.8,47,23.2,0.0
2024-02-20,5,6.7,52,4.0,0.0
2024-02-20,6,7.6,53,6.9,0.0
2024-02-20,7,7.0,60,9.2,0.0
2024-02-20,8,5.7,89,5.1,0.0
2024-02-20,9,10.2,82,2.6,0.0
2024-02-20,10,5.8,46,14.1,10.5
2024-02-21,1,11.4,58,22.2,0.0
2024-02-21,2,9.7,84,12.3,0.0
2024-02-21,3,8.8,44,2.0,0.0
2024-02-21,4,5.5,67,24.0,0.0
2024-02-21,5,7.1,47,20.0,0.0
2024-02-21,6,13.8,90,5.2,0.0
2024-02-21,7,12.5,71,20.5,0.0
2024-02-21,8,5.1,63,3.1,14.4
2024-02-21,9,10.5,47,8.0,0.0
2024-02-21,10,13.8,54,13.8,0.0
2024-02-22,1,1.7,51,23.3,6.6
2024-02-22,2,12.7,61,2.6,0.0
2024-02-22,3,6.7,78,21.7,0.0
2024-02-22,4,12.9,48,24.7,0.0
2024-02-22,5,6.2,85,21.6,9.9
2024-02-22,6,1.0,48,11.1,0.0
2024-02-22,7,1.9,59,3.6,0.0
2024-02-22,8,10.2,76,15.7,0.0
2024-02-22,9,11.3,60,21.1,0.0
2024-02-22,10,5.5,88,4.0,0.0
2024-02-23,1,13.2,53,10.4,0.0
2024-02-23,2,1.7,64,7.3,0.0
2024-02-23,3,9.7,81,16.5,0.0
2024-02-23,4,3.9,79,24.5,0.0
2024-02-23,5,6.7,53,7.1,0.0
2024-02-23,6,10.2,42,15.1,0.0
2024-02-23,7,5.7,43,11.0,0.0
2024-02-23,8,8.1,51,22.7,0.0
2024-02-23,9,15.0,49,20.3,0.0
2024-02-23,10,7.1,52,16.3,0.0
2024-02-24,1,14.2,80,10.4,0.0
2024-02-24,2,4.4,46,22.8,0.0
2024-02-24,3,12.6,90,4.3,18.8
2024-02-24,4,17.2,73,4.8,0.0
2024-02-24,5,-2.4,56,7.7,0.0
2024-02-24,6,6.0,54,6.0,17.6
2024-02-24,7,12.9,40,8.1,7.1
2024-02-24,8,9.0,74,12.1,11.8
2024-02-24,9,11.9,68,3.3,0.0
2024-02-24,10,7.0,84,24.0,0.0
2024-02-25,1,10.4,74,6.2,0.0
2024-02-25,2,9.2,65,13.5,0.0
2024-02-25,3,15.8,81,24.2,0.0
2024-02-25,4,11.3,56,11.6,0.0
2024-02-25,5,11.7,69,6.0,0.0
2024-02-25,6,7.9,62,20.2,0.0
2024-02-25,7,7.6,83,22.2,0.0
2024-02-25,8,7.8,90,12.9,0.0
2024-02-25,9,12.0,74,16.8,18.3
2024-02-25,10,7.9,83,11.5,0.0
2024-02-26,1,11.4,77,4.3,0.0
2024-02-26,2,20.4,72,5.3,8.5
2024-02-26,3,14.4,90,11.6,19.6
2024-02-26,4,8.4,71,17.9,0.0
2024-02-26,5,16.0,42,6.0,0.0
2024-02-26,6,8.0,56,23.8,0.0
2024-02-26,7,-0.2,71,13.9,0.0
2024-02-26,8,5.0,49,4.6,0.0
2024-02-26,9,0.6,51,11.6,0.0
2024-02-26,10,8.2,66,9.6,0.0
2024-02-27,1,10.1,66,7.6,0.0
2024-02-27,2,18.4,87,23.9,0.0
2024-02-27,3,11.6,82,14.2,0.0
2024-02-27,4,8.9,48,8.5,0.0
2024-02-27,5,14.1,55,18.5,0.0
2024-02-27,6,-1.1,69,18.5,19.6
2024-02-27,7,11.2,43,21.4,20.0
2024-02-27,8,13.9,65,6.4,0.0
2024-02-27,9,2.6,46,18.8,0.0
2024-02-27,10,15.7,78,18.8,19.2
2024-02-28,1,11.7,68,2.8,19.4
2024-02-28,2,7.9,54,19.8,15.5
2024-02-28,3,13.2,42,5.1,14.5
2024-02-28,4,21.4,79,3.7,0.0
2024-02-28,5,10.9,82,13.0,0.0
2024-02-28,6,11.2,81,13.4,0.0
2024-02-28,7,7.7,76,10.7,0.0
2024-02-28,8,5.8,89,7.7,0.0
2024-02-28,9,14.2,42,20.6,7.0
2024-02-28,10,5.7,87,11.6,0.0
2024-02-29,1,10.4,40,10.5,0.0
2024-02-29,2,7.6,84,18.6,0.0
2024-02-29,3,12.4,73,2.2,0.0
2024-02-29,4,11.7,57,8.1,14.5
2024-02-29,5,15.2,82,10.8,0.0
2024-02-29,6,7.4,51,15.3,0.0
2024-02-29,7,8.7,78,20.5,7.1
2024-02-29,8,5.1,41,3.1,0.0
2024-02-29,9,7.8,60,2.5,9.0
2024-02-29,10,11.9,56,19.1,0.0
2024-03-01,1,21.8,61,2.1,0.0
2024-03-01,2,13.4,44,3.5,0.0
2024-03-01,3,22.3,71,15.5,0.0
2024-03-01,4,24.8,49,18.4,0.0
2024-03-01,5,20.1,56,17.3,0.0
2024-03-01,6,27.4,47,17.6,0.0
